ingredient_id,name,category_id,carbon_foot_print,carbon_foot_print_source,carbon_foot_print_weight,water_foot_print,water_foot_print_source,water_foot_print_weight,kcal,kcal_weight,protein,protein_weight,fat,fat_weight,carbohydrates,carbohydrates_weight,fiber,fiber_weight,created_at,updated_at
318,miso,73,0.09533333333333334,foodb_category_mean,100,,,1000,199,100,11.69,100,6.01,100,26.47,100,5.4,100,2022-10-24 17:13:17,2022-10-24 17:14:46
319,"seeds, sunflower seed kernels, dried",,,,100,,,1000,584,100,20.78,100,51.46,100,20,100,8.6,100,2022-10-24 17:13:17,2022-10-24 17:13:17
320,"cheese, neufchatel",,,,100,,,1000,253,100,9.15,100,22.78,100,3.59,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
321,"grapefruit juice, white, raw",52,0.20600000000000002,corgis_category_mean,100,,,1000,39,100,0.5,100,0.1,100,9.2,100,0.1,100,2022-10-24 17:13:17,2022-10-24 17:14:46
322,"beets, raw",12,0.2372,corgis_category_mean,100,,,1000,43,100,1.61,100,0.17,100,9.56,100,2.8,100,2022-10-24 17:13:17,2022-10-24 17:14:46
323,"soup, cream of chicken, canned, condensed",115,0.372404,myemissions.green,100,2266,corgis_category_mean,1000,345,100,2.05,100,37,100,2.79,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
324,"peppermint, fresh",,,,100,,,1000,70,100,3.75,100,0.94,100,14.89,100,8,100,2022-10-24 17:13:17,2022-10-24 17:13:17
325,"wasabi, root, raw",,,,100,,,1000,109,100,4.8,100,0.63,100,23.54,100,7.8,100,2022-10-24 17:13:17,2022-10-24 17:13:17
326,"chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",30,1.2119974999999998,corgis_category_mean,100,6544,corgis_category_mean,1000,120,100,22.5,100,2.62,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
327,"butter, salted",19,0.11325000000000002,edamam_hits_similarity,100,,,1000,717,100,0.85,100,81.11,100,0.06,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
328,"candies, caramels",21,0.4337648333333333,corgis_category_mean,100,7653,corgis_category_mean,1000,382,100,4.6,100,8.1,100,77,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
329,"spices, coriander seed",,,,100,,,1000,298,100,12.37,100,17.77,100,54.99,100,41.9,100,2022-10-24 17:13:17,2022-10-24 17:13:17
330,"radicchio, raw",102,,,100,,,1000,23,100,1.43,100,0.25,100,4.48,100,0.9,100,2022-10-24 17:13:17,2022-10-24 17:14:46
331,"soup, beef broth or bouillon canned, ready-to-serve",115,0.022176,myemissions.green,100,2266,corgis_category_mean,1000,13,100,1.97,100,0.09,100,1.2,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
332,"spices, cardamom",,,,100,,,1000,311,100,10.76,100,6.7,100,68.47,100,28,100,2022-10-24 17:13:17,2022-10-24 17:13:17
333,"spices, turmeric, ground",116,,,100,,,1000,312,100,9.68,100,3.25,100,67.14,100,22.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
334,"pumpkin, raw",101,,,100,,,1000,26,100,1,100,0.1,100,6.5,100,0.5,100,2022-10-24 17:13:17,2022-10-24 17:14:46
335,"candies, white chocolate",21,0.4337648333333333,corgis_category_mean,100,7653,corgis_category_mean,1000,539,100,5.87,100,32.09,100,59.24,100,0.2,100,2022-10-24 17:13:17,2022-10-24 17:14:46
336,"cocoa, dry powder, unsweetened",33,,,100,,,1000,228,100,19.6,100,13.7,100,57.9,100,37,100,2022-10-24 17:13:17,2022-10-24 17:14:46
337,"sauce, peppers, hot, chili, mature red, canned",92,0.20192000000000002,myemissions.green,100,,,1000,20,100,0.86,100,0.17,100,4.64,100,1.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
338,"carrots, raw",23,0.17399333333333333,corgis_category_mean,100,195,corgis_category_mean,1000,41,100,0.93,100,0.24,100,9.58,100,2.8,100,2022-10-24 17:13:17,2022-10-24 17:14:46
339,"spices, thyme, dried",116,,,100,,,1000,276,100,9.11,100,7.43,100,63.94,100,37,100,2022-10-24 17:13:17,2022-10-24 17:14:46
340,"squash, summer, zucchini, includes skin, raw",118,0.1162,corgis_category_mean,100,336,corgis_category_mean,1000,17,100,1.21,100,0.32,100,3.11,100,1,100,2022-10-24 17:13:17,2022-10-24 17:14:46
341,"yogurt, greek, plain, nonfat",133,0.1458154166675,corgis_category_mean,100,42817,corgis_category_mean,1000,59,100,10.19,100,0.39,100,3.6,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
512,"beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",,,,,,,,,,,,,,,,,,2022-10-24 17:13:35,2022-10-24 17:13:35
513,"beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,,,,,,,,,,,,,,,,,2022-10-24 17:13:35,2022-10-24 17:13:35
514,"cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",,,,,,,,,,,,,,,,,,2022-10-24 17:13:35,2022-10-24 17:13:35
515,"martha white foods, martha white's buttermilk biscuit mix, dry",,,,,,,,,,,,,,,,,,2022-10-24 17:13:35,2022-10-24 17:13:35
516,"roland, seasoned rice wine vinegar, upc: 041224705142",,,,,,,,,,,,,,,,,,2022-10-24 17:13:35,2022-10-24 17:13:35
517,"salad dressing, caesar dressing, regular",,,,,,,,,,,,,,,,,,2022-10-24 17:13:35,2022-10-24 17:13:35
518,"salad dressing, italian dressing, commercial, regular",,,,,,,,,,,,,,,,,,2022-10-24 17:13:35,2022-10-24 17:13:35
519,"salad dressing, mayonnaise, regular",,,,,,,,,,,,,,,,,,2022-10-24 17:13:35,2022-10-24 17:13:35
520,"salad dressing, ranch dressing, regular",,,,,,,,,,,,,,,,,,2022-10-24 17:13:35,2022-10-24 17:13:35
521,"seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",,,,,,,,,,,,,,,,,,2022-10-24 17:13:35,2022-10-24 17:13:35
522,"spartan, real semi-sweet chocolate baking chips, upc: 011213162966",,,,,,,,,,,,,,,,,,2022-10-24 17:13:35,2022-10-24 17:13:35
